order_id,item_id,name,price,quantity,author,publisher,thumbnail_url
f969fde7-a09e-40e9-9258-e7898f794f29,72,천관사복 8,13500,4,묵향동후,B-Lab,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791127864613.jpg
f969fde7-a09e-40e9-9258-e7898f794f29,412,맛있는 음식글 쓰기,14400,5,다이앤 제이콥,BR미디어,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788993508444.jpg
f969fde7-a09e-40e9-9258-e7898f794f29,123,데미안,7200,3,헤르만 헤세,민음사,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788937460449.jpg
c7d28572-f3b0-49ff-a46d-1b5800755a08,132,깊이에의 강요,13320,3,파트리크 쥐스킨트,열린책들,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788932920238.jpg
c7d28572-f3b0-49ff-a46d-1b5800755a08,121,슬픔이여 안녕,13500,3,프랑수아즈 사강,아르테(arte),https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788950935658.jpg
c1789dda-ed59-4d6e-acba-effc7b6272f2,500,위대한 정원사,22500,5,매튜 빅스,한뼘책방,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791190635172.jpg
c1789dda-ed59-4d6e-acba-effc7b6272f2,721,NEW 우당탕탕 파워포인트 2021로 발표하기,12600,3,교재개발팀,마린북스,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791192119861.jpg
c1789dda-ed59-4d6e-acba-effc7b6272f2,257,잘했고 잘하고 있고 잘 될 것이다(50만 부 기념),16200,3,정영욱,부크럼,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791162143605.jpg
da5b2e0c-0160-41c3-a4a9-4933e0538d9e,560,성공은 하루 만에 잊어라,19800,2,야나이 다다시,다산북스,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791130664163.jpg
da5b2e0c-0160-41c3-a4a9-4933e0538d9e,617,살아갈 날들을 위한 괴테의 시,17100,3,김종원,퍼스트펭귄,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791199040311.jpg
a88a19e3-6f65-4bf5-8219-bacda55e170a,146,드디어 만나는 북유럽 동화,16650,4,페테르 크리스텐 아스비에른센,현대지성,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791139721911.jpg
a88a19e3-6f65-4bf5-8219-bacda55e170a,386,5만원 5일 집밥,17820,5,지미테이블(송리나),길벗,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791140711215.jpg
33147023-2f70-4471-a68f-5fdf1d74b507,614,누구도 대신 살아 주지 않는다,15120,5,브라이언 트레이시,오픈도어북스,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791173740701.jpg
9f06dc90-ee38-4214-92e5-9a60d38aac62,65,삼체 1~3 세트,60300,3,류츠신,자음과모음,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788954442688.jpg
9f06dc90-ee38-4214-92e5-9a60d38aac62,117,시지프 신화,10350,4,알베르 카뮈,현대지성,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791139723731.jpg
81b9390d-354e-4599-8fe6-eb6fd9e3d679,500,위대한 정원사,22500,1,매튜 빅스,한뼘책방,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791190635172.jpg
81b9390d-354e-4599-8fe6-eb6fd9e3d679,396,정관스님 나의 음식,22320,2,정관스님 외,윌북,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791155818015.jpg
3638f456-9c48-48e5-99dc-c027c06cbf9c,594,리더의 덕목,16650,1,에드거 샤인 외,푸른숲,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791172540470.jpg
3638f456-9c48-48e5-99dc-c027c06cbf9c,444,메이오 클리닉의 건강하게 나이 드는 법,22500,4,네이선 르브라쇠르 외,청림라이프,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791193842348.jpg
b97b2a6e-3c59-4011-aab7-faccef10870c,367,엄마 나는 자라고 있어요,19800,2,헤티 판 더 레이트 외,북폴리오,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791164133055.jpg
6ca87b45-3cb8-4852-afca-8568de855e26,662,마침내 특이점이 시작된다,27000,2,레이 커즈와일,비즈니스북스,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791162544259.jpg
6ca87b45-3cb8-4852-afca-8568de855e26,571,"배틀그라운드, 새로운 전장으로",24300,5,이기문,김영사,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791173321139.jpg
babc6b05-7951-4a23-a5d8-c08160e6d0e4,22,스토너,15120,2,존 윌리엄스,알에이치코리아,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788925554990.jpg
babc6b05-7951-4a23-a5d8-c08160e6d0e4,660,FBI 행동의 심리학(리커버 특별판),16200,4,조 내버로 외,리더스북,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788901266497.jpg
babc6b05-7951-4a23-a5d8-c08160e6d0e4,481,8체질 총서,19800,3,주석원,세림출판,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791169840262.jpg
94e3e1ed-5b1d-4435-9937-d2a136c8e724,16,소설 보다: 여름 2025,4950,5,김지연 외,문학과지성사,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788932044057.jpg
1dcb22f1-045f-4957-a62c-bd6322dc7efb,418,스위치온 다이어트 레시피북,20700,4,박용우 외,루미너스,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791198553379.jpg
1dcb22f1-045f-4957-a62c-bd6322dc7efb,510,원예의 기본,26100,1,yazawa hidenaru,그린홈,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788971908952.jpg
1dcb22f1-045f-4957-a62c-bd6322dc7efb,277,자연은 계산하지 않는다,15120,4,로빈 월 키머러,다산초당,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791130666235.jpg
18266797-7f7c-474a-975f-4074ca6ce0e5,381,오늘은 아무래도 덮밥,3870,1,이마이 료,참돌,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791188601387.jpg
18266797-7f7c-474a-975f-4074ca6ce0e5,432,저탄 김밥,17100,4,임은진,세상풍경,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791185141336.jpg
18266797-7f7c-474a-975f-4074ca6ce0e5,683,AX 100배의 법칙,22500,1,황재선,좋은습관연구소,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791193639429.jpg
ce8150da-c9e6-40e7-b6aa-579c192ceac9,459,ADHD 우울증 치매 이렇게 고쳐라,19800,5,마크 하이먼,정말중요한,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791186745588.jpg
feee1249-0107-45e0-82fd-cb4bbacf38cb,77,천관사복 3,13500,4,묵향동후,B-Lab,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791127864569.jpg
feee1249-0107-45e0-82fd-cb4bbacf38cb,609,일과 성공의 길을 묻다,16020,3,마쓰시타 고노스케,지니의서재,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791194620099.jpg
feee1249-0107-45e0-82fd-cb4bbacf38cb,560,성공은 하루 만에 잊어라,19800,5,야나이 다다시,다산북스,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791130664163.jpg
32af77d6-c191-403e-9218-e99b5127530c,289,생각에 관한 생각,26820,3,대니얼 카너먼,김영사,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788934981213.jpg
cbfabad9-2846-46cb-b5c0-85f2481e56ca,321,행복한 커플은 어떻게 싸우는가,19800,3,존 가트맨 외,해냄출판사,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791167141033.jpg
17967b54-b42c-4947-bb65-373005812fc0,213,눈물이 움직인다,11700,4,손택수,창비,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788936425197.jpg
17967b54-b42c-4947-bb65-373005812fc0,675,혼자 공부하는 머신러닝+딥러닝,28800,4,박해선,한빛미디어,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791169213608.jpg
0d608479-fa0b-47ed-87e2-df2308853ad5,694,한 권으로 끝내는 직장인 필수 IT 지식,24750,3,정명림 외,비제이퍼블릭,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791165923204.jpg
bc913eaf-a7eb-4917-bb4b-de28ba402450,379,홀썸의 집밥 예찬,22500,4,홀썸모먼트,다산라이프,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791130653044.jpg
139a9da7-9040-41d4-ac83-16708e4228b9,630,진짜의 마인드,16650,1,김찬희(김진짜),터닝페이지,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791193650189.jpg
139a9da7-9040-41d4-ac83-16708e4228b9,162,참을 수 없는 존재의 가벼움,15300,5,밀란 쿤데라,민음사,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788937437564.jpg
139a9da7-9040-41d4-ac83-16708e4228b9,273,행복의 기원,19800,2,서은국,21세기북스,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791171175864.jpg
2f16fee4-4ea1-4983-932c-fdde43617fed,339,화성남자 금성여자의 침실가꾸기,13500,5,존 그레이,친구미디어,
2f16fee4-4ea1-4983-932c-fdde43617fed,415,입말음식 제주 우영팟,29700,1,하미현,SPOKEN BOOKS(스포큰북스),https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791197285608.jpg
2f16fee4-4ea1-4983-932c-fdde43617fed,672,"핸즈온 LLM: 프롬프트 엔지니어링부터 임베딩, 시맨틱 검색, 미세 튜닝까지, 손에 잡히는 LLM 개념",34200,2,제이 알아마르 외,한빛미디어,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791169213516.jpg
282bbdc8-a6c9-4a14-a317-9c6f3dbd009c,57,당신이 누군가를 죽였다,17820,2,히가시노 게이고,북다,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791170611561.jpg
2b79627e-5bd5-46a3-82e8-dc806dd0e341,73,천관사복 5,13500,4,묵향동후,B-Lab,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791127864583.jpg
2b79627e-5bd5-46a3-82e8-dc806dd0e341,306,"2022 개정 교육과정 평가, AI로 날개를 달다: 개념기반 교육과정",18900,5,지미정 외,앤써북,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791193059364.jpg
2b79627e-5bd5-46a3-82e8-dc806dd0e341,630,진짜의 마인드,16650,4,김찬희(김진짜),터닝페이지,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791193650189.jpg
6c5f0670-9696-4c3f-a285-d73aa2ae1786,678,예제가 가득한 챗GPT 프롬프트 길라잡이,25200,4,이승우,정보문화사,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788956749761.jpg
26264181-64f0-4b14-a567-20c599624d54,368,율아맘의 무염 저염 유아식,21420,2,율아맘 김시연,북스고,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791167600882.jpg
cacc6c14-75c3-4170-a8f1-22a4f0e471ec,141,예언자(초판본)(1923년 오리지널 초판본 표지디자인),2690,4,칼릴 지브란,더스토리,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791194591351.jpg
cacc6c14-75c3-4170-a8f1-22a4f0e471ec,338,아이들에게 설명하는 이혼,7200,3,P. 루카스,동문선,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788980388127.jpg
cacc6c14-75c3-4170-a8f1-22a4f0e471ec,436,저속노화 마인드셋,17550,3,정희원,웨일북(whalebooks),https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791194627074.jpg
74f2f988-cd35-4367-9e1b-95757d78ec5a,181,토막 난 우주를 안고서,15300,2,김초엽 외,허블,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791193078563.jpg
848113b9-622f-42b9-b4de-4141e50aa645,363,아이의 뇌,16020,3,김붕년,포레스트북스,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791193506981.jpg
8e24205f-ce5c-4923-8798-b461bd54db62,315,Google로 칼퇴하는 교사들의 시크릿,16200,5,김학민 외,교사크리에이터협회,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791199023420.jpg
8e24205f-ce5c-4923-8798-b461bd54db62,379,홀썸의 집밥 예찬,22500,5,홀썸모먼트,다산라이프,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791130653044.jpg
8e24205f-ce5c-4923-8798-b461bd54db62,378,애리의 인생 레시피,24300,5,장애리,겸엑스,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791198648020.jpg
aaef6629-a036-44ec-abcc-630c602f1cc5,676,AI로 정부를 대전환하라,25000,3,문명재 외,문우사,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791194647034.jpg
aaef6629-a036-44ec-abcc-630c602f1cc5,16,소설 보다: 여름 2025,4950,2,김지연 외,문학과지성사,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788932044057.jpg
aaef6629-a036-44ec-abcc-630c602f1cc5,190,오닉스 스톰 1,17100,2,레베카 야로스,북폴리오,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791173476136.jpg
5c1d3ebe-2502-47f7-8cce-fdb2b86c8fba,455,내가 의대에서 가르친 거짓말들,19800,5,로버트 러프킨,정말중요한,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791186745786.jpg
5c1d3ebe-2502-47f7-8cce-fdb2b86c8fba,563,엔비디아 레볼루션,22500,4,태 킴,서삼독,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791193904305.jpg
5c1d3ebe-2502-47f7-8cce-fdb2b86c8fba,199,히든 픽처스,12600,1,제이슨 르쿨락,문학수첩,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791193790083.jpg
1337098d-6d3a-4f62-b180-d5322a75b700,184,칼의 노래,15300,5,김훈,문학동네,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788954623360.jpg
e894ba61-fc41-4a16-a402-753bca957cff,90,사람은 무엇으로 사는가,7200,4,레프 톨스토이,문예출판사,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788931023893.jpg
572696f5-7ba2-46fa-8416-d8c5f6fdf041,139,데미안: 오리지널 초판본 표지디자인,2880,1,이미영,코너스톤,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791187011590.jpg
572696f5-7ba2-46fa-8416-d8c5f6fdf041,497,부케북: Thinking of You,17820,4,몰리 해치,더모던,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791194591214.jpg
404bc0ac-6aa4-49ac-9e85-bf7b5727739f,331,결혼대백과,16200,1,정주희,청림라이프,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788997195008.jpg
404bc0ac-6aa4-49ac-9e85-bf7b5727739f,295,부서지는 아이들,19800,5,애비게일 슈라이어,웅진지식하우스,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788901294698.jpg
68a0ad4d-242b-45c1-9dc8-0bcf69bbdedd,537,야구X수학,21600,3,류선규 외,페이스메이커,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791170436300.jpg
68a0ad4d-242b-45c1-9dc8-0bcf69bbdedd,142,새들이 남쪽으로 가는 날,17550,2,리사 리드센,북파머스,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791193937372.jpg
68a0ad4d-242b-45c1-9dc8-0bcf69bbdedd,208,끝까지 남겨두는 그 마음,15120,1,나태주,북로그컴퍼니,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791168030596.jpg
9fe225da-d65b-4edb-a51c-ece689a67913,548,야구 교과서,15120,3,잭 햄플,보누스,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788964946077.jpg
9fe225da-d65b-4edb-a51c-ece689a67913,552,2025 시대에듀 Win-Q 잠수기능사 필기 단기합격,25200,1,기술자격연구팀,시대고시기획,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791138379984.jpg
3669a472-e21e-4830-a90c-4641ed49a711,361,삐뽀삐뽀 119 소아과,26820,4,하정훈,유니책방,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791195795505.jpg
3f5e9317-5014-4b14-a5e7-48369f2e4991,246,순간을 달리는 할머니 2,16200,2,엄유진,문학동네,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791141602420.jpg
c759b004-10e3-487b-8b4b-c73eac01f8fd,649,자존감 수업,15300,4,윤홍균,심플라이프,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791186757093.jpg
c759b004-10e3-487b-8b4b-c73eac01f8fd,15,채식주의자,15300,5,한강,창비,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788936434595.jpg
c759b004-10e3-487b-8b4b-c73eac01f8fd,273,행복의 기원,19800,4,서은국,21세기북스,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791171175864.jpg
fa4eafb9-9c56-4091-9b1c-4aa65fb03313,92,안나 카레니나 세트,27720,1,레프 니콜라예비치 톨스토이,민음사,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788937486074.jpg
fa4eafb9-9c56-4091-9b1c-4aa65fb03313,613,사람을 융합하라,18900,2,한의상,경향신문사,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791188940172.jpg
22a53926-0f12-4317-bfeb-daccd4003036,414,고등어: 엄마를 생각하면 마음이 바다처럼 짰다,10800,4,고수리,세미콜론,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791190403245.jpg
f4e6d83f-418a-49f7-b02e-07cb8f635073,502,비자르 플랜츠 B.plants,19800,4,고바야시 히로시,북폴리오,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791168415270.jpg
f4e6d83f-418a-49f7-b02e-07cb8f635073,473,파킨슨병 101가지 이야기,12000,2,대한 파킨슨병 및 이상운동질환 학회,범문에듀케이션,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791185305899.jpg
8348a304-7706-49c2-ab19-78dde5a905cb,109,시지프 신화,10800,3,알베르 카뮈,민음사,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788937463433.jpg
8348a304-7706-49c2-ab19-78dde5a905cb,383,수연이네 삼 형제 완밥 레시피,25200,3,유수연,21세기북스,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791171179091.jpg
8348a304-7706-49c2-ab19-78dde5a905cb,413,히노스 레시피(Hino s Recipes),21600,5,노희영,포스트페이퍼,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788996685494.jpg
3b3a0759-e2ab-49e1-b67b-033400e0e365,38,동물농장,7200,1,조지 오웰,민음사,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788937460050.jpg
3b3a0759-e2ab-49e1-b67b-033400e0e365,44,인간 실격,8100,2,다자이 오사무,민음사,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788937461033.jpg
2d0fcdc2-121b-472e-831f-aea22a5b320c,396,정관스님 나의 음식,22320,2,정관스님 외,윌북,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791155818015.jpg
a6e7e3f1-4b96-4ffa-a455-12cc25c608fb,431,당뇨 잡는 사계절 저당 식단&도시락,22500,1,임재영,레시피팩토리,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791192366449.jpg
5fe9b94a-0ffc-4e8a-b0c9-c71e0b616854,518,포에버 도그,22500,3,로드니 하비브 외,코쿤북스,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791197831713.jpg
67396bf1-7761-40dc-beb5-bc86ba66a0a9,718,Do it! 첫 파이썬,12600,2,엘리스 코딩,이지스퍼블리싱,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791163031567.jpg
67396bf1-7761-40dc-beb5-bc86ba66a0a9,274,"인문 여행자, 도시를 걷다",14400,5,김경한,쌤앤파커스,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791165344153.jpg
67396bf1-7761-40dc-beb5-bc86ba66a0a9,432,저탄 김밥,17100,5,임은진,세상풍경,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791185141336.jpg
d8ff51fc-226a-4764-97af-13d69b30f187,219,어쩌면 너였을까,13500,2,권정선,샘문,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791194817000.jpg
f14ecc50-3119-473f-9a02-a854a7b968ea,614,누구도 대신 살아 주지 않는다,15120,3,브라이언 트레이시,오픈도어북스,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791173740701.jpg
f14ecc50-3119-473f-9a02-a854a7b968ea,72,천관사복 8,13500,4,묵향동후,B-Lab,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791127864613.jpg
bc3d7579-64ff-4fc9-a22a-1971ccdb3358,172,눈먼 자들의 도시(탄생 100주년 기념 스페셜 에디션),16920,5,주제 사라마구,해냄출판사,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788973374939.jpg
bc3d7579-64ff-4fc9-a22a-1971ccdb3358,56,세상의 마지막 기차역(리커버 에디션),12600,2,무라세 다케시,모모,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791191043754.jpg
bc3d7579-64ff-4fc9-a22a-1971ccdb3358,182,홍학의 자리,12600,5,정해연,엘릭시르,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788954681155.jpg
1def3f22-24c5-454d-8d07-5e9b3f1af4ea,81,천관사복 1,13500,4,묵향동후,B-Lab,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791127864545.jpg
1def3f22-24c5-454d-8d07-5e9b3f1af4ea,287,적절한 좌절,18000,4,김경일 외,저녁달,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791189217518.jpg
1def3f22-24c5-454d-8d07-5e9b3f1af4ea,274,"인문 여행자, 도시를 걷다",14400,2,김경한,쌤앤파커스,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791165344153.jpg
a887efd6-f4dc-4989-8236-cffd4867ee0b,651,이호선의 나이 들수록: 관계편,17100,5,이호선,은행나무,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791167375216.jpg
a887efd6-f4dc-4989-8236-cffd4867ee0b,182,홍학의 자리,12600,5,정해연,엘릭시르,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788954681155.jpg
a887efd6-f4dc-4989-8236-cffd4867ee0b,213,눈물이 움직인다,11700,1,손택수,창비,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788936425197.jpg
f001d0a6-d9c1-49f0-a462-3c4681a19412,652,화성에서 온 남자 금성에서 온 여자,15120,4,존 그레이,동녘라이프,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788990514820.jpg
85a27c7c-eb42-4f4c-b1a3-84f05b91d969,550,"농구장 한 바퀴, 세상에 외치다",13500,3,허지훈,생각나눔,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791170486619.jpg
0ceb3f3e-1247-41a8-bf9b-8575b7c87a4a,106,이방인,9000,4,알베르 카뮈,민음사,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788937443848.jpg
0ceb3f3e-1247-41a8-bf9b-8575b7c87a4a,507,분재의 기술,20700,5,Tokizaki atsushi,그린홈,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788971907016.jpg
